time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
2.554997,-0.089935,-0.089786,0.095097,0.094752,0.038645,0.039612
2.559997,-0.088258,-0.088446,0.092718,0.092852,0.038055,0.039140
2.564996,-0.086494,-0.086334,0.090334,0.089997,0.037478,0.038448
2.569996,-0.084602,-0.084824,0.088004,0.088134,0.036913,0.037997
2.574996,-0.082554,-0.082372,0.085783,0.085474,0.036356,0.037328
2.579995,-0.080410,-0.080657,0.083643,0.083766,0.035808,0.036889
2.584995,-0.078266,-0.078090,0.081500,0.081198,0.035271,0.036246
2.589995,-0.076115,-0.076374,0.079249,0.079400,0.034753,0.035831
2.594994,-0.073896,-0.073715,0.076892,0.076576,0.034250,0.035228
2.599994,-0.071626,-0.071902,0.074469,0.074640,0.033760,0.034836
2.604994,-0.069331,-0.069153,0.072009,0.071692,0.033280,0.034260
2.609993,-0.067017,-0.067303,0.069483,0.069673,0.032811,0.033885
2.614993,-0.064728,-0.064559,0.066883,0.066560,0.032352,0.033335
2.619992,-0.062465,-0.062752,0.064277,0.064476,0.031895,0.032969
2.624992,-0.060189,-0.060023,0.061694,0.061380,0.031437,0.032420
2.629992,-0.057871,-0.058174,0.059139,0.059338,0.030973,0.032049
2.634991,-0.055472,-0.055298,0.056669,0.056379,0.030500,0.031481
2.639991,-0.053004,-0.053325,0.054360,0.054536,0.030017,0.031095
2.644991,-0.050499,-0.050324,0.052190,0.051937,0.029529,0.030509
2.649990,-0.048004,-0.048328,0.050168,0.050323,0.029035,0.030114
2.654990,-0.045574,-0.045417,0.048239,0.048009,0.028540,0.029521
2.659990,-0.043271,-0.043577,0.046359,0.046507,0.028051,0.029129
2.664989,-0.041146,-0.041030,0.044538,0.044324,0.027562,0.028544
2.669989,-0.039249,-0.039513,0.042784,0.042922,0.027073,0.028152
2.674989,-0.037620,-0.037558,0.041124,0.040934,0.026579,0.027560
2.679988,-0.036155,-0.036386,0.039561,0.039685,0.026085,0.027164
2.684988,-0.034837,-0.034810,0.038055,0.037880,0.025595,0.026577
2.689987,-0.033646,-0.033861,0.036580,0.036702,0.025113,0.026192
2.694987,-0.032505,-0.032493,0.035102,0.034930,0.024639,0.025623
2.699987,-0.031359,-0.031577,0.033617,0.033744,0.024173,0.025250
2.704986,-0.030149,-0.030127,0.032113,0.031940,0.023714,0.024700
2.709986,-0.028848,-0.029088,0.030581,0.030718,0.023264,0.024340
2.714986,-0.027470,-0.027436,0.029015,0.028842,0.022834,0.023824
2.719985,-0.026048,-0.026299,0.027490,0.027622,0.022443,0.023511
2.724985,-0.024581,-0.024539,0.026034,0.025876,0.022109,0.023110
2.729985,-0.023089,-0.023346,0.024638,0.024760,0.021849,0.022903
2.734984,-0.021595,-0.021554,0.023329,0.023190,0.021685,0.022706
2.739984,-0.020128,-0.020383,0.022134,0.022237,0.021640,0.022670
2.744983,-0.018711,-0.018685,0.021091,0.020987,0.021733,0.022782
2.749983,-0.017393,-0.017633,0.020201,0.020277,0.021983,0.022982
2.754983,-0.016172,-0.016169,0.019405,0.019323,0.022408,0.023492
2.759982,-0.015017,-0.015245,0.018628,0.018702,0.023028,0.023988
2.764982,-0.013938,-0.013952,0.017850,0.017771,0.023864,0.024991
2.769982,-0.012914,-0.013135,0.017068,0.017146,0.024933,0.025846
2.774981,-0.011877,-0.011893,0.016269,0.016188,0.026249,0.027426
2.779981,-0.010819,-0.011046,0.015478,0.015556,0.027819,0.028682
2.784981,-0.009799,-0.009823,0.014725,0.014653,0.029651,0.030881
2.789980,-0.008874,-0.009084,0.014002,0.014076,0.031761,0.032569
2.794980,-0.008041,-0.008086,0.013319,0.013255,0.034162,0.035450
2.799979,-0.007306,-0.007501,0.012608,0.012687,0.036863,0.037611
2.804979,-0.006604,-0.006660,0.011851,0.011781,0.039874,0.041224
2.809979,-0.005954,-0.006141,0.011096,0.011178,0.043200,0.043885
2.814978,-0.005347,-0.005411,0.010384,0.010326,0.046847,0.048261
